tax_id	GeneID	LocusTag	Ensembl	description	Symbol_from_nomenclature_authority	Full_name_from_nomenclature_authority	Nomenclature_status	Other_designations		Metabolic?
9606	USP17L21	-	ENSG00000249811	ubiquitin specific peptidase 17-like family member 21	USP17L21	ubiquitin specific peptidase 17-like family member 21	O	-	20150704	Y
9606	ATP5L2	ATP5K2	ENSG00000249222	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G2"	ATP5L2	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G2"	O	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G2 pseudogene|ATP synthase, H+ transporting, mitochondrial F1F0, subunit g|ATPase subunit g 2"	20150704	Y
9606	USP17L17	-	ENSG00000249104	ubiquitin specific peptidase 17-like family member 17	USP17L17	ubiquitin specific peptidase 17-like family member 17	O	-	20150704	Y
9606	USP17L22	-	ENSG00000248933	ubiquitin specific peptidase 17-like family member 22	USP17L22	ubiquitin specific peptidase 17-like family member 22	O	-	20150704	Y
9606	USP17L19	-	ENSG00000248920	ubiquitin specific peptidase 17-like family member 19	USP17L19	ubiquitin specific peptidase 17-like family member 19	O	-	20150704	Y
9606	ABHD14A	DORZ1	ENSG00000248487	abhydrolase domain containing 14A	ABHD14A	abhydrolase domain containing 14A	O	abhydrolase domain-containing protein 14A	20150705	Y
9606	ARHGAP8	BPGAP1|PP610	ENSG00000248405	Rho GTPase activating protein 8	ARHGAP8	Rho GTPase activating protein 8	O	"BCH domain-containing Cdc42GAP-like protein|BNIP-2 and Cdc42GAP homology domain-containing, proline-rich and Cdc42GAP-like protein subtype-1|rho-type GTPase-activating protein 8"	20150704	Y
9606	CDK11B	CDC2L1|CDK11|CDK11-p110|CDK11-p46|CDK11-p58|CLK-1|PITSLREA|PK58|p58|p58CDC2L1|p58CLK-1	ENSG00000248333	cyclin-dependent kinase 11B	CDK11B	cyclin-dependent kinase 11B	O	CDC-related protein kinase p58|PITSLRE serine/threonine-protein kinase CDC2L1|cell division cycle 2-like 1 (PITSLRE proteins)|cell division protein kinase 11B|galactosyltransferase-associated protein kinase p58/GTA|p58 CLK-1	20150705	Y
9606	ADH1C	ADH3	ENSG00000248144	"alcohol dehydrogenase 1C (class I), gamma polypeptide"	ADH1C	"alcohol dehydrogenase 1C (class I), gamma polypeptide"	O	"ADH, gamma subunit|alcohol dehydrogenase 3 (class I), gamma polypeptide|aldehyde reductase"	20150704	Y
9606	BCKDHA	BCKDE1A|MSU|MSUD1|OVD1A	ENSG00000248098	"branched chain keto acid dehydrogenase E1, alpha polypeptide"	BCKDHA	"branched chain keto acid dehydrogenase E1, alpha polypeptide"	O	2-oxoisovalerate dehydrogenase (lipoamide)|BCKDH E1-alpha|branched-chain alpha-keto acid dehydrogenase E1 component alpha chain	20150705	Y
9606	USP51	-	ENSG00000247746	ubiquitin specific peptidase 51	USP51	ubiquitin specific peptidase 51	O	deubiquitinating enzyme 51|ubiquitin thioesterase 51|ubiquitin thiolesterase 51|ubiquitin-specific-processing protease 51	20150705	Y
9606	MARS2	COXPD25|MetRS|mtMetRS	ENSG00000247626	"methionyl-tRNA synthetase 2, mitochondrial"	MARS2	"methionyl-tRNA synthetase 2, mitochondrial"	O	"methionine tRNA ligase 2, mitochondrial|methionine--tRNA ligase 2|methionine-tRNA synthetase 2, mitochondrial"	20150705	Y
9606	PGAM5	BXLBV68	ENSG00000247077	phosphoglycerate mutase family member 5	PGAM5	phosphoglycerate mutase family member 5	O	Bcl-XL-binding protein v68	20150705	Y
9606	UBE2V1	CIR1|CROC-1|CROC1|UBE2V|UEV-1|UEV1|UEV1A	ENSG00000244687	ubiquitin-conjugating enzyme E2 variant 1	UBE2V1	ubiquitin-conjugating enzyme E2 variant 1	O	DNA-binding protein|TRAF6-regulated IKK activator 1 beta Uev1A	20150705	Y
9606	MTHFD2P1	-	ENSG00000244681	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 1"	MTHFD2P1	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 1"	O	-	20150504	Y
9606	ASPRV1	MUNO|SASP|SASPase|Taps	ENSG00000244617	"aspartic peptidase, retroviral-like 1"	ASPRV1	"aspartic peptidase, retroviral-like 1"	O	TPA-inducible aspartic proteinase-like protein|skin aspartic protease|skin-specific retroviral-like aspartic protease	20150705	Y
9606	UGT1A4	HUG-BR2|UDPGT|UDPGT 1-4|UGT-1D|UGT1-04|UGT1.4|UGT1A4S|UGT1D	ENSG00000244474	"UDP glucuronosyltransferase 1 family, polypeptide A4"	UGT1A4	"UDP glucuronosyltransferase 1 family, polypeptide A4"	O	"UDP glycosyltransferase 1 family, polypeptide A4|UDP-glucuronosyltransferase 1 family polypeptide A4s|UDP-glucuronosyltransferase 1-D|UDP-glucuronosyltransferase 1A4|bilirubin UDP-glucuronosyltransferase isozyme 2|bilirubin-specific UDPGT isozyme 2"	20150705	Y
9606	ECEL1P2	ECEL2	ENSG00000244280	"endothelin converting enzyme-like 1, pseudogene 2"	ECEL1P2	"endothelin converting enzyme-like 1, pseudogene 2"	O	ECEL2 (XCE) pseudogene 2|ecel1 pseudogene 2	20150504	Y
9606	UGT1A7	UDPGT|UDPGT 1-7|UGT-1G|UGT1-07|UGT1.7|UGT1G	ENSG00000244122	"UDP glucuronosyltransferase 1 family, polypeptide A7"	UGT1A7	"UDP glucuronosyltransferase 1 family, polypeptide A7"	O	"UDP glycosyltransferase 1 family, polypeptide A7|UDP-glucuronosyltransferase 1 family polypeptide A7s|UDP-glucuronosyltransferase 1-G|UDP-glucuronosyltransferase 1A7"	20150704	Y
9606	GSTA2	GST2|GSTA2-2|GTA2|GTH2	ENSG00000244067	glutathione S-transferase alpha 2	GSTA2	glutathione S-transferase alpha 2	O	GST HA subunit 2|GST class-alpha member 2|GST-gamma|S-(hydroxyalkyl)glutathione lyase A2|glutathione S-alkyltransferase A2|glutathione S-aralkyltransferase A2|glutathione S-aryltransferase A2|liver GST2	20150705	Y
9606	NFS1	HUSSY-08|IscS|NIFS	ENSG00000244005	NFS1 cysteine desulfurase	NFS1	NFS1 cysteine desulfurase	O	"NFS1 nitrogen fixation 1 homolog|nitrogen fixation 1 (S. cerevisiae, homolog)|nitrogen-fixing bacteria S-like protein"	20150705	Y
9606	ACY1	ACY-1|ACY1D|HEL-S-5	ENSG00000243989	aminoacylase 1	ACY1	aminoacylase 1	O	N-acyl-L-amino-acid amidohydrolase|acylase|epididymis secretory protein Li 5	20150705	Y
9606	APOBEC3D	A3D|APOBEC3DE|APOBEC3E|ARP6	ENSG00000243811	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3D"	APOBEC3D	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3D"	O	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3E pseudogene|probable DNA dC->dU-editing enzyme APOBEC-3D"	20150705	Y
9606	OSTCP1	DC2L|OSTCL	ENSG00000243775	oligosaccharyltransferase complex subunit pseudogene 1	OSTCP1	oligosaccharyltransferase complex subunit pseudogene 1	O	-	20150705	Y
9606	PLA2G4B	HsT16992|cPLA2-beta	ENSG00000243708	"phospholipase A2, group IVB (cytosolic)"	PLA2G4B	"phospholipase A2, group IVB (cytosolic)"	O	-	20150705	Y
9606	NME2	NDKB|NDPK-B|NDPKB|NM23-H2|NM23B|PUF	ENSG00000243678	NME/NM23 nucleoside diphosphate kinase 2	NME2	NME/NM23 nucleoside diphosphate kinase 2	O	"HEL-S-155an|NDP kinase B|c-myc purine-binding transcription factor PUF|c-myc transcription factor|epididymis secretory sperm binding protein Li 155an|histidine protein kinase NDKB|non-metastatic cells 2, protein (NM23) expressed in|non-metastatic cells 2, protein (NM23B) expressed in|nucleotide diphosphate kinase B"	20150705	Y
9606	AMY2A	AMY2|PA	ENSG00000243480	"amylase, alpha 2A (pancreatic)"	AMY2A	"amylase, alpha 2A (pancreatic)"	O	"1,4-alpha-D-glucan glucanohydrolase|glycogenase|pancreatic amylase alpha 2A"	20150705	Y
9606	NAT6	FUS-2|FUS2	ENSG00000243477	N-acetyltransferase 6 (GCN5-related)	NAT6	N-acetyltransferase 6 (GCN5-related)	O	protein fusion-2	20150705	Y
9606	GUCY2GP	GUCY2G	ENSG00000243316	"guanylate cyclase 2G, pseudogene"	GUCY2GP	"guanylate cyclase 2G, pseudogene"	O	"guanylate cyclase 2G homolog, pseudogene"	20150504	Y
9606	MICAL3	MICAL-3	ENSG00000243156	"microtubule associated monooxygenase, calponin and LIM domain containing 3"	MICAL3	"microtubule associated monooxygenase, calponin and LIM domain containing 3"	O	flavoprotein oxidoreductase MICAL3|molecule interacting with CasL protein 3|protein MICAL-3	20150705	Y
9606	UGT1A3	UDPGT|UDPGT 1-3|UGT-1C|UGT1-03|UGT1.3|UGT1A3S|UGT1C	ENSG00000243135	"UDP glucuronosyltransferase 1 family, polypeptide A3"	UGT1A3	"UDP glucuronosyltransferase 1 family, polypeptide A3"	O	"UDP glycosyltransferase 1 family, polypeptide A3|UDP-glucuronosyltransferase 1 family polypeptide A3s|UDP-glucuronosyltransferase 1-C|UDP-glucuronosyltransferase 1A3|UGT1*3"	20150630	Y
9606	DECR2	PDCR|SDR17C1	ENSG00000242612	"2,4-dienoyl CoA reductase 2, peroxisomal"	DECR2	"2,4-dienoyl CoA reductase 2, peroxisomal"	O	"2,4-dienoyl-CoA reductase 2|short chain dehydrogenase/reductase family 17C member 1|short chain dehydrogenase/reductase family 17C, member 1"	20150705	Y
9606	SERPINB10	PI-10|PI10	ENSG00000242550	"serpin peptidase inhibitor, clade B (ovalbumin), member 10"	SERPINB10	"serpin peptidase inhibitor, clade B (ovalbumin), member 10"	O	"bomapin|peptidase inhibitor 10|protease inhibitor 10 (ovalbumin type, bomapin)|serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 10"	20150705	Y
9606	UGT1A10	UDPGT|UGT-1J|UGT1-10|UGT1.10|UGT1J	ENSG00000242515	"UDP glucuronosyltransferase 1 family, polypeptide A10"	UGT1A10	"UDP glucuronosyltransferase 1 family, polypeptide A10"	O	"UDP glycosyltransferase 1 family, polypeptide A10|UDP-glucuronosyltransferase 1-J|UDP-glucuronosyltransferase 1A10|UDPGT 1-10"	20150705	Y
9606	UGT1A8	UDPGT|UDPGT 1-8|UGT-1H|UGT1-08|UGT1.8|UGT1A8S|UGT1H	ENSG00000242366	"UDP glucuronosyltransferase 1 family, polypeptide A8"	UGT1A8	"UDP glucuronosyltransferase 1 family, polypeptide A8"	O	"UDP glycosyltransferase 1 family, polypeptide A8|UDP-glucuronosyltransferase 1 family polypeptide A8s|UDP-glucuronosyltransferase 1-H|UDP-glucuronosyltransferase 1A8"	20150704	Y
9606	LOC730102	-	ENSG00000242193	quinone oxidoreductase-like protein 2 pseudogene	-	-	-	-	20150504	Y
9606	AMACR	AMACRD|CBAS4|RACE|RM	ENSG00000242110	alpha-methylacyl-CoA racemase	AMACR	alpha-methylacyl-CoA racemase	O	2-methylacyl-CoA racemase	20150705	Y
9606	SDHAP2	SDHAL2|SDHALP2	ENSG00000242086	"succinate dehydrogenase complex, subunit A, flavoprotein pseudogene 2"	SDHAP2	"succinate dehydrogenase complex, subunit A, flavoprotein pseudogene 2"	O	"succinate dehydrogenase complex, subunit A, flavoprotein-like 2"	20150512	Y
9606	PI4KA	PI4K-ALPHA|PIK4CA|pi4K230	ENSG00000241973	"phosphatidylinositol 4-kinase, catalytic, alpha"	PI4KA	"phosphatidylinositol 4-kinase, catalytic, alpha"	O	"PI4-kinase alpha|phosphatidylinositol 4-kinase 230|phosphatidylinositol 4-kinase, type III, alpha|ptdIns-4-kinase alpha"	20150705	Y
9606	HOGA1	C10orf65|DHDPS2|DHDPSL|HP3|NPL2	ENSG00000241935	4-hydroxy-2-oxoglutarate aldolase 1	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1	O	"DHDPS-like protein|N-acetylneuraminate pyruvate lyase 2 (putative)|dihydrodipicolinate synthase-like, mitochondrial|dihydrodipicolinate synthetase homolog 2|probable 2-keto-4-hydroxyglutarate aldolase|probable 4-hydroxy-2-oxoglutarate aldolase, mitochondrial|probable KHG-aldolase|protein 569272"	20150704	Y
9606	PISD	DJ858B16|PSD|PSDC|PSSC|dJ858B16.2	ENSG00000241878	phosphatidylserine decarboxylase	PISD	phosphatidylserine decarboxylase	O	-	20150705	Y
9606	ATP5O	ATPO|HMC08D05|OSCP	ENSG00000241837	"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit"	ATP5O	"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit"	O	human ATP synthase OSCP subunit|oligomycin sensitivity conferral protein oscp-like protein|oligomycin sensitivity conferring protein	20150705	Y
9606	INMT	TEMT	ENSG00000241644	indolethylamine N-methyltransferase	INMT	indolethylamine N-methyltransferase	O	amine N-methyltransferase|aromatic alkylamine N-methyltransferase|arylamine N-methyltransferase|indolamine N-methyltransferase|nicotine N-methyltransferase|thioether S-methyltransferase	20150705	Y
9606	UGT1A1	BILIQTL1|GNT1|HUG-BR1|UDPGT|UDPGT 1-1|UGT1|UGT1A	ENSG00000241635	"UDP glucuronosyltransferase 1 family, polypeptide A1"	UGT1A1	"UDP glucuronosyltransferase 1 family, polypeptide A1"	O	"UDP glycosyltransferase 1 family, polypeptide A1|UDP-glucuronosyltransferase 1-A|UDP-glucuronosyltransferase 1A1|UGT-1A|UGT1*1|UGT1-01|UGT1.1|bilirubin UDP-glucuronosyltransferase 1-1|bilirubin UDP-glucuronosyltransferase isozyme 1|bilirubin-specific UDPGT isozyme 1"	20150705	Y
9606	GUSBP2	GUSBL1|GUSBP4|SMA3-L|SMAC3L|SMAC3L2|b55C20.1|bA239L20.1|bA239L20.5|bGLU-Lp	ENSG00000241549	"glucuronidase, beta pseudogene 2"	GUSBP2	"glucuronidase, beta pseudogene 2"	O	"glucuronidase, beta pseudogene 4|glucuronidase, beta-like 1|spinal muscular atrophy candidate gene 3-like 2"	20150504	Y
9606	ARHGAP8	BPGAP1|PP610	ENSG00000241484	Rho GTPase activating protein 8	ARHGAP8	Rho GTPase activating protein 8	O	"BCH domain-containing Cdc42GAP-like protein|BNIP-2 and Cdc42GAP homology domain-containing, proline-rich and Cdc42GAP-like protein subtype-1|rho-type GTPase-activating protein 8"	20150704	Y
9606	ATP5J2	ATP5JL	ENSG00000241468	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2"	ATP5J2	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2"	O	"ATP synthase f chain, mitochondrial|ATP synthase, H+ transporting, mitochondrial F0 complex, subunit f|F1F0-type ATPase subunit f|F1Fo-ATP synthase complex Fo membrane domain f subunit|F1Fo-ATPase synthase f subunit"	20150705	Y
9606	RPP21	C6orf135|CAT60	ENSG00000241370	ribonuclease P/MRP 21kDa subunit	RPP21	ribonuclease P/MRP 21kDa subunit	O	RNaseP protein p21|ribonucleoprotein V	20150705	Y
9606	PDXP	CIN|PLP|dJ37E16.5	ENSG00000241360	"pyridoxal (pyridoxine, vitamin B6) phosphatase"	PDXP	"pyridoxal (pyridoxine, vitamin B6) phosphatase"	O	PLP phosphatase|chronophin	20150705	Y
9606	UGT1A9	HLUGP4|LUGP4|UDPGT|UDPGT 1-9|UGT-1I|UGT1-09|UGT1-9|UGT1.9|UGT1A9S|UGT1AI|UGT1I	ENSG00000241119	"UDP glucuronosyltransferase 1 family, polypeptide A9"	UGT1A9	"UDP glucuronosyltransferase 1 family, polypeptide A9"	O	"UDP glycosyltransferase 1 family, polypeptide A9|UDP-glucuronosyltransferase 1 family polypeptide A9s|UDP-glucuronosyltransferase 1-I|UDP-glucuronosyltransferase 1A9"	20150704	Y
9606	PLCXD2	-	ENSG00000240891	"phosphatidylinositol-specific phospholipase C, X domain containing 2"	PLCXD2	"phosphatidylinositol-specific phospholipase C, X domain containing 2"	O	-	20150704	Y
9606	RDH14	PAN2|SDR7C4	ENSG00000240857	retinol dehydrogenase 14 (all-trans/9-cis/11-cis)	RDH14	retinol dehydrogenase 14 (all-trans/9-cis/11-cis)	O	"alcohol dehydrogenase PAN2|pancreas protein 2|retinol dehydrogenase 14 (all-trans and 9-cis)|short chain dehydrogenase/reductase family 7C member 4|short chain dehydrogenase/reductase family 7C, member 4"	20150704	Y
9606	AADACP1	-	ENSG00000240602	arylacetamide deacetylase pseudogene 1	AADACP1	arylacetamide deacetylase pseudogene 1	O	arylacetamide deacetylase (esterase) pseudogene	20150504	Y
9606	L1TD1	ECAT11	ENSG00000240563	LINE-1 type transposase domain containing 1	L1TD1	LINE-1 type transposase domain containing 1	O	ES cell-associated protein 11	20150705	Y
9606	PPIL3	CYPJ	ENSG00000240344	peptidylprolyl isomerase (cyclophilin)-like 3	PPIL3	peptidylprolyl isomerase (cyclophilin)-like 3	O	PPIase|PPIase-like protein 3|cyclophilin J|cyclophilin-like protein 3|cyclophilin-like protein PPIL3|peptidylprolyl cis-trans isomerase-like protein 3|rotamase PPIL3	20150705	Y
9606	ACAD11	ACAD-11	ENSG00000240303	"acyl-CoA dehydrogenase family, member 11"	ACAD11	"acyl-CoA dehydrogenase family, member 11"	O	"62113 protein|acyl-Coenzyme A dehydrogenase family, member 11"	20150705	Y
9606	MOXD2P	MOXD2	ENSG00000240268	"monooxygenase, DBH-like 2, pseudogene"	MOXD2P	"monooxygenase, DBH-like 2, pseudogene"	O	DBH-like monooxygenase protein 2|dopamine-beta-hydroxylase-like pseudogene	20150504	Y
9606	UGT1A5	UDPGT|UDPGT 1-5|UGT1E	ENSG00000240224	"UDP glucuronosyltransferase 1 family, polypeptide A5"	UGT1A5	"UDP glucuronosyltransferase 1 family, polypeptide A5"	O	"UDP glycosyltransferase 1 family, polypeptide A5|UDP-glucuronosyltransferase 1 family polypeptide A5s|UDP-glucuronosyltransferase 1-E|UDP-glucuronosyltransferase 1A5|UGT-1E|UGT1*5"	20150704	Y
9606	AMY2B	AMY2|AMY3|HXA	ENSG00000240038	"amylase, alpha 2B (pancreatic)"	AMY2B	"amylase, alpha 2B (pancreatic)"	O	"1,4-alpha-D-glucan glucanohydrolase 2B|carcinoid alpha-amylase|glycogenase"	20150705	Y
9606	ADSL	AMPS|ASASE|ASL	ENSG00000239900	adenylosuccinate lyase	ADSL	adenylosuccinate lyase	O	adenylosuccinase	20150705	Y
9606	APOBEC3G	A3G|ARCD|ARP-9|ARP9|CEM-15|CEM15|MDS019|bK150C2.7|dJ494G10.1	ENSG00000239713	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G"	APOBEC3G	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G"	O	APOBEC-related cytidine deaminase|APOBEC-related protein 9|DNA dC->dU editing enzyme|apolipoprotein B editing enzyme catalytic polypeptide-like 3G|apolipoprotein B mRNA editing enzyme cytidine deaminase|apolipoprotein B mRNA-editing enzyme catalytic polypeptide 3G|deoxycytidine deaminase|phorbolin-like protein MDS019	20150705	Y
9606	NME1	AWD|GAAD|NB|NBS|NDKA|NDPK-A|NDPKA|NM23|NM23-H1	ENSG00000239672	NME/NM23 nucleoside diphosphate kinase 1	NME1	NME/NM23 nucleoside diphosphate kinase 1	O	"NDP kinase A|granzyme A-activated DNase|metastasis inhibition factor nm23|non-metastatic cells 1, protein (NM23A) expressed in|tumor metastatic process-associated protein"	20150705	Y
9606	PTENP1	PTEN-rs|PTEN2|PTENpg1|PTH2|psiPTEN	ENSG00000237984	phosphatase and tensin homolog pseudogene 1 (functional)	PTENP1	phosphatase and tensin homolog pseudogene 1 (functional)	O	"PTEN/MMAC1 pseudogene|phosphatase and tensin homolog (mutated in multiple advanced cancers 1), pseudogene 1"	20150521	Y
9606	AMY1A	AMY1	ENSG00000237763	"amylase, alpha 1A (salivary)"	AMY1A	"amylase, alpha 1A (salivary)"	O	"1,4-alpha-D-glucan glucanohydrolase 1|amylase, salivary, alpha-1A|glycogenase|salivary alpha-amylase|salivary amylase alpha 1A"	20150705	Y
9606	IRGM	IFI1|IRGM1|LRG-47|LRG47	ENSG00000237693	"immunity-related GTPase family, M"	IRGM	"immunity-related GTPase family, M"	O	"LPS-stimulated RAW 264.7 macrophage protein 47 homolog|LRG-47-like protein|immunity-related GTPase family, M1|interferon-inducible protein 1"	20150704	Y
9606	PRSS56	MCOP6	ENSG00000237412	"protease, serine, 56"	PRSS56	"protease, serine, 56"	O	putative serine protease 56	20150704	Y
9606	CKMT1B	CKMT|CKMT1|UMTCK	ENSG00000237289	"creatine kinase, mitochondrial 1B"	CKMT1B	"creatine kinase, mitochondrial 1B"	O	"U-MtCK|acidic-type mitochondrial creatine kinase|creatine kinase, mitochondrial 1 (ubiquitous)|mia-CK|ubiquitous mitochondrial creatine kinase"	20150705	Y
9606	SULT1C2P1	SULT1C1P	ENSG00000237223	"sulfotransferase family, cytosolic, 1C, member 2 pseudogene 1"	SULT1C2P1	"sulfotransferase family, cytosolic, 1C, member 2 pseudogene 1"	O	-	20150504	Y
9606	B3GNT9	-	ENSG00000237172	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9"	B3GNT9	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9"	O	"BGnT-9|beta-1,3-Gn-T9|beta-1,3-N-acetylglucosaminyltransferase 9|beta-1,3-galactosyltransferase-related protein|beta3Gn-T9"	20150705	Y
9606	COX5BP6	COX5BL6	ENSG00000237082	cytochrome c oxidase subunit Vb pseudogene 6	COX5BP6	cytochrome c oxidase subunit Vb pseudogene 6	O	cytochrome c oxidase subunit Vb-like 6	20150504	Y
9606	USP17L8	USP17L10	ENSG00000237038	ubiquitin specific peptidase 17-like family member 8	USP17L8	ubiquitin specific peptidase 17-like family member 8	O	ubiquitin specific peptidase 17-like 8	20150704	Y
9606	GUSBP5	GYPELOC441046	ENSG00000236296	"glucuronidase, beta pseudogene 5"	GUSBP5	"glucuronidase, beta pseudogene 5"	O	-	20150504	Y
9606	USP17L4	-	ENSG00000236125	ubiquitin specific peptidase 17-like family member 4	USP17L4	ubiquitin specific peptidase 17-like family member 4	O	ubiquitin specific peptidase 17-like 4	20150704	Y
9606	GSTM5P1	GST1L|GSTM1L	ENSG00000236062	glutathione S-transferase mu 5 pseudogene 1	GSTM5P1	glutathione S-transferase mu 5 pseudogene 1	O	glutathione S-transferase M1-like|glutathione S-transferase mu 1-like	20150504	Y
9606	B3GALT4	BETA3GALT4|GALT2|GALT4	ENSG00000235863	"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4"	B3GALT4	"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4"	O	"UDP-galactose:beta-N-acetyl-galactosamine-beta-1,3-galactosyltransferase|b3Gal-T4|beta-1,3-GalTase 4|beta-3-galactosyltransferase 4|gal-T2|ganglioside galactosyltransferase"	20150705	Y
9606	ADAM21P1	ADAM21P	ENSG00000235812	ADAM metallopeptidase domain 21 pseudogene 1	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	O	a disintegrin and metalloproteinase domain 21 pseudogene	20150504	Y
